jira_id,pr_id,jira_description,pr_description,lines_added,lines_deleted,files_changed,comment_count,similarity_score
PROJ-1442,PR-1442,Implement Redis caching API endpoint using OAuth,Added Redis caching API endpoint with OAuth,122,45,"['src/logger/logger.py', 'src/file/uploader.py']",0,0.9593353
PROJ-1443,PR-1443,Resolve CSV parsing issue in api module,Fixed CSV parsing in api module,114,5,"['src/pipeline/processor.py', 'src/database/queries.py', 'tests/test_file.py', 'tests/test_user.py']",13,0.9438577
PROJ-1444,PR-1444,Implement user authentication API endpoint using smtplib,Added user authentication API endpoint with smtplib,115,63,['src/database/queries.py'],4,0.95221674
PROJ-1445,PR-1445,Improve query execution performance using asyncio,Enhanced query execution with asyncio for better performance,152,73,['tests/test_search.py'],16,0.96850383
PROJ-1446,PR-1446,Resolve CSV parsing issue in file module,Fixed CSV parsing in file module,55,49,"['src/email/sender.py', 'tests/test_user.py', 'src/pipeline/processor.py']",3,0.93534607
PROJ-1447,PR-1447,Implement search pagination API endpoint using JWT,Added search pagination API endpoint with JWT,162,98,"['tests/test_database.py', 'tests/test_search.py']",12,0.97025126
PROJ-1448,PR-1448,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,95,76,"['tests/test_pipeline.py', 'tests/test_database.py', 'src/api/views.py', 'src/logger/logger.py', 'src/user/models.py']",0,0.962519
PROJ-1449,PR-1449,Resolve session expiry issue in api module,Fixed session expiry in api module,133,27,"['src/user/models.py', 'src/database/models.py', 'tests/test_user.py', 'src/email/sender.py', 'tests/test_auth.py']",7,0.95596325
PROJ-1450,PR-1450,Implement Redis caching API endpoint using OAuth,Added Redis caching API endpoint with OAuth,11,46,"['src/search/index.py', 'src/pipeline/processor.py', 'tests/test_logger.py', 'tests/test_pipeline.py', 'src/auth/auth.py']",16,0.9593353
PROJ-1451,PR-1451,Improve logging performance using multiprocessing,Enhanced logging with multiprocessing for better performance,186,11,['tests/test_pipeline.py'],6,0.9587691
PROJ-1452,PR-1452,Improve query execution performance using JSONFormatter,Enhanced query execution with JSONFormatter for better performance,171,36,"['tests/test_file.py', 'src/auth/utils.py', 'tests/test_email.py', 'src/database/models.py', 'tests/test_auth.py']",17,0.9652349
PROJ-1453,PR-1453,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,86,6,"['src/auth/auth.py', 'tests/test_pipeline.py', 'src/search/index.py', 'src/pipeline/processor.py', 'src/logger/logger.py']",0,0.962519
PROJ-1454,PR-1454,Implement search pagination API endpoint using smtplib,Added search pagination API endpoint with smtplib,146,59,"['src/auth/auth.py', 'src/database/models.py']",4,0.9715265
PROJ-1455,PR-1455,Resolve SQL injection issue in pipeline module,Fixed SQL injection in pipeline module,23,84,"['src/search/index.py', 'src/database/models.py', 'tests/test_logger.py', 'tests/test_database.py', 'tests/test_file.py']",4,0.92271066
PROJ-1456,PR-1456,Improve data pipeline performance using multiprocessing,Enhanced data pipeline with multiprocessing for better performance,72,86,"['tests/test_user.py', 'src/logger/logger.py']",4,0.95579195
PROJ-1457,PR-1457,Implement password reset API endpoint using smtplib,Added password reset API endpoint with smtplib,11,74,"['src/file/uploader.py', 'tests/test_api.py']",15,0.95721257
PROJ-1458,PR-1458,Implement search pagination API endpoint using smtplib,Added search pagination API endpoint with smtplib,91,92,['tests/test_user.py'],3,0.9715265
PROJ-1459,PR-1459,Implement user authentication API endpoint using JWT,Added user authentication API endpoint with JWT,22,22,"['src/logger/logger.py', 'src/user/models.py']",16,0.9331681
PROJ-1460,PR-1460,Improve logging performance using JSONFormatter,Minor updates to README and cleanup in unrelated modules,92,20,"['src/auth/auth.py', 'src/database/queries.py', 'tests/test_logger.py', 'tests/test_email.py', 'src/search/index.py']",20,0.116062805
PROJ-1461,PR-1461,Improve data pipeline performance using multiprocessing,Enhanced data pipeline with multiprocessing for better performance,129,32,"['tests/test_email.py', 'tests/test_pipeline.py', 'tests/test_api.py']",14,0.95579195
PROJ-1462,PR-1462,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,67,51,['src/pipeline/processor.py'],17,0.95660865
PROJ-1463,PR-1463,Implement email notifications API endpoint using Elasticsearch,Added email notifications API endpoint with Elasticsearch,162,63,"['src/auth/auth.py', 'src/file/uploader.py', 'tests/test_user.py', 'tests/test_file.py', 'src/api/views.py']",14,0.9590124
PROJ-1464,PR-1464,Improve logging performance using JSONFormatter,Enhanced logging with JSONFormatter for better performance,109,83,"['src/logger/logger.py', 'tests/test_search.py', 'src/api/views.py']",1,0.9625071
PROJ-1465,PR-1465,Resolve session expiry issue in file module,Fixed session expiry in file module,139,37,"['src/file/uploader.py', 'tests/test_logger.py', 'tests/test_email.py']",10,0.9591682
PROJ-1466,PR-1466,Improve file uploads performance using NumPy,Enhanced file uploads with NumPy for better performance,20,57,"['tests/test_database.py', 'src/file/uploader.py', 'tests/test_file.py', 'tests/test_email.py', 'src/logger/logger.py']",4,0.93258727
PROJ-1467,PR-1467,Improve query execution performance using multiprocessing,Enhanced query execution with multiprocessing for better performance,106,20,"['src/pipeline/processor.py', 'tests/test_pipeline.py', 'tests/test_database.py', 'tests/test_file.py', 'tests/test_logger.py']",3,0.9474199
PROJ-1468,PR-1468,Improve query execution performance using NumPy,Enhanced query execution with NumPy for better performance,15,62,"['tests/test_database.py', 'src/file/uploader.py']",16,0.9513643
PROJ-1469,PR-1469,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,112,91,"['src/user/models.py', 'tests/test_logger.py', 'src/logger/logger.py', 'tests/test_api.py']",6,0.9657508
PROJ-1470,PR-1470,Improve logging performance using JSONFormatter,Enhanced logging with JSONFormatter for better performance,16,49,"['src/database/queries.py', 'src/auth/auth.py', 'src/search/index.py', 'tests/test_file.py']",8,0.9625071
PROJ-1471,PR-1471,Implement password reset API endpoint using JWT,Added password reset API endpoint with JWT,183,22,['src/search/index.py'],15,0.9563129
PROJ-1472,PR-1472,Resolve database timeouts issue in api module,Fixed database timeouts in api module,12,11,"['tests/test_pipeline.py', 'src/user/models.py']",9,0.9690673
PROJ-1473,PR-1473,Resolve SQL injection issue in user module,Fixed SQL injection in user module,129,74,"['src/database/models.py', 'tests/test_file.py', 'tests/test_database.py', 'src/database/queries.py']",4,0.9435452
PROJ-1474,PR-1474,Implement user authentication API endpoint using Elasticsearch,Added user authentication API endpoint with Elasticsearch,148,26,['src/auth/auth.py'],19,0.9477899
PROJ-1475,PR-1475,Improve data pipeline performance using Memcached,Enhanced data pipeline with Memcached for better performance,81,57,"['tests/test_user.py', 'src/file/uploader.py', 'src/auth/utils.py', 'src/pipeline/processor.py', 'src/user/models.py']",10,0.95660865
PROJ-1476,PR-1476,Improve file uploads performance using JSONFormatter,Enhanced file uploads with JSONFormatter for better performance,33,95,"['src/email/sender.py', 'src/pipeline/processor.py', 'tests/test_api.py', 'tests/test_database.py', 'src/file/uploader.py']",1,0.9657508
PROJ-1477,PR-1477,Improve logging performance using JSONFormatter,Minor updates to README and cleanup in unrelated modules,113,6,"['tests/test_api.py', 'src/pipeline/processor.py']",7,0.116062805
PROJ-1478,PR-1478,Implement search pagination API endpoint using Elasticsearch,Added search pagination API endpoint with Elasticsearch,158,38,"['tests/test_search.py', 'tests/test_email.py', 'src/database/queries.py', 'tests/test_file.py', 'src/auth/utils.py']",14,0.9592186
PROJ-1479,PR-1479,Resolve SQL injection issue in logger module,Fixed SQL injection in logger module,100,68,"['src/user/models.py', 'src/database/queries.py', 'src/auth/utils.py', 'src/database/models.py', 'tests/test_user.py']",4,0.9452263
PROJ-1480,PR-1480,Improve logging performance using multiprocessing,Enhanced logging with multiprocessing for better performance,178,99,['tests/test_database.py'],3,0.9587691
PROJ-1481,PR-1481,Implement search pagination API endpoint using Redis,Added search pagination API endpoint with Redis,179,74,"['src/search/index.py', 'src/file/uploader.py', 'tests/test_api.py']",8,0.96987855
PROJ-1482,PR-1482,Implement Redis caching API endpoint using smtplib,Added Redis caching API endpoint with smtplib,123,8,"['tests/test_user.py', 'src/auth/utils.py', 'src/pipeline/processor.py', 'src/user/models.py']",8,0.962519
PROJ-1483,PR-1483,Resolve null API responses issue in auth module,Fixed null API responses in auth module,38,68,"['src/database/models.py', 'src/file/uploader.py', 'tests/test_search.py']",4,0.95804644
PROJ-1484,PR-1484,Resolve database timeouts issue in pipeline module,Fixed database timeouts in pipeline module,89,34,"['src/database/models.py', 'src/auth/auth.py']",9,0.972178
PROJ-1486,PR-1486,Implement search pagination API endpoint using OAuth,Added search pagination API endpoint with OAuth,45,78,['src/database/queries.py'],4,0.9672997
PROJ-1487,PR-1487,Implement search pagination API endpoint using JWT,Added search pagination API endpoint with JWT,138,44,"['tests/test_email.py', 'src/email/sender.py', 'src/database/models.py', 'src/logger/logger.py']",7,0.97025126
PROJ-1488,PR-1488,Resolve session expiry issue in database module,Fixed session expiry in database module,28,81,"['src/database/models.py', 'tests/test_api.py']",8,0.94468904
PROJ-1489,PR-1489,Resolve CSV parsing issue in api module,Fixed CSV parsing in api module,160,72,"['tests/test_email.py', 'src/auth/utils.py', 'tests/test_database.py']",11,0.9438577
PROJ-1490,PR-1490,Resolve CSV parsing issue in file module,Fixed CSV parsing in file module,46,87,"['src/auth/auth.py', 'tests/test_search.py']",10,0.93534625
PROJ-1491,PR-1491,Implement email notifications API endpoint using Elasticsearch,Added email notifications API endpoint with Elasticsearch,134,90,"['src/email/sender.py', 'src/pipeline/processor.py', 'src/user/models.py']",17,0.9590124
PROJ-1492,PR-1492,Implement password reset API endpoint using Elasticsearch,Added password reset API endpoint with Elasticsearch,98,63,['tests/test_logger.py'],13,0.95882916
PROJ-1493,PR-1493,Implement search pagination API endpoint using OAuth,Added search pagination API endpoint with OAuth,60,78,"['tests/test_email.py', 'src/file/uploader.py', 'tests/test_search.py', 'tests/test_logger.py']",3,0.9672997
PROJ-1494,PR-1494,Resolve SQL injection issue in database module,Fixed SQL injection in database module,87,48,"['src/database/queries.py', 'tests/test_user.py', 'src/email/sender.py', 'src/file/uploader.py', 'src/auth/auth.py']",19,0.91793716
PROJ-1495,PR-1495,Resolve CSV parsing issue in search module,Fixed CSV parsing in search module,93,80,"['tests/test_email.py', 'src/auth/auth.py', 'src/search/index.py', 'src/database/queries.py', 'src/api/views.py']",16,0.94432074
PROJ-1496,PR-1496,Resolve null API responses issue in pipeline module,Fixed null API responses in pipeline module,49,96,"['tests/test_database.py', 'src/user/models.py', 'tests/test_search.py', 'tests/test_pipeline.py', 'src/email/sender.py']",12,0.95752263
PROJ-1497,PR-1497,Implement user authentication API endpoint using JWT,Added user authentication API endpoint with JWT,171,37,['tests/test_pipeline.py'],6,0.9331682
PROJ-1498,PR-1498,Resolve database timeouts issue in database module,Fixed database timeouts in database module,35,58,"['src/logger/logger.py', 'src/database/models.py', 'src/pipeline/processor.py', 'tests/test_search.py']",19,0.96085656
PROJ-1499,PR-1499,Resolve SQL injection issue in email module,Fixed SQL injection in email module,83,8,"['src/database/models.py', 'src/auth/utils.py', 'src/database/queries.py']",1,0.9446541
PROJ-1500,PR-1500,Resolve SQL injection issue in search module,Fixed SQL injection in search module,123,79,['tests/test_auth.py'],13,0.9383683
